Index,Year,Month,Raw Material,Feedstock Type,Avg Sugar/Starch Content (%),Ethanol Yield (L/ton),Production Volume (tons),Ethanol Produced (L),Cost per Ton (USD),Total Cost (USD),Water Used (m3),CO2 Emitted (tons)
822,2020,6,Wheat,Starch-based,55,370,293.46,108580.2,77.75,22816.51,981.19,230.41
823,2022,8,Corn,Starch-based,60,400,551.81,220724.0,96.25,53111.71,2665.92,472.44
824,2022,8,Wheat,Starch-based,55,370,738.95,273411.5,106.21,78483.88,3597.93,502.23
825,2020,3,Bagasse,Cellulose-based,20,210,804.73,168993.3,101.85,81961.75,3542.49,367.15
826,2022,5,Corn,Starch-based,60,400,507.74,203096.0,87.72,44538.95,1942.05,498.59
827,2024,12,Wheat,Starch-based,55,370,388.33,143682.1,109.16,42390.1,1420.81,354.56
828,2023,11,Wheat,Starch-based,55,370,387.3,143301.0,52.4,20294.52,1648.07,253.87
829,2023,8,Wheat,Starch-based,55,370,669.61,247755.7,71.97,48191.83,2341.46,462.61
830,2021,2,Wheat,Starch-based,55,370,630.98,233462.6,101.78,64221.14,1956.26,447.55
831,2023,1,Wheat,Starch-based,55,370,562.3,208051.0,73.47,41312.18,2658.33,408.77
832,2020,1,Bagasse,Cellulose-based,20,210,216.01,45362.1,77.56,16753.74,1020.79,82.57
833,2024,2,Rice Straw,Cellulose-based,18,190,752.56,142986.4,56.7,42670.15,2526.62,347.41
834,2020,8,Rice Straw,Cellulose-based,18,190,396.46,75327.4,119.38,47329.39,1728.12,158.92
835,2023,6,Sugarcane,Sugar-based,14,70,285.83,20008.1,52.63,15043.23,1118.31,33.6
836,2021,10,Corn,Starch-based,60,400,877.45,350980.0,76.79,67379.39,3604.28,604.72
837,2022,6,Corn,Starch-based,60,400,542.45,216980.0,91.61,49693.84,2447.28,483.15
838,2020,5,Molasses,Sugar-based,48,250,473.96,118490.0,45.21,21427.73,1618.52,188.58
839,2022,7,Wheat,Starch-based,55,370,913.57,338020.9,61.88,56531.71,4233.05,751.36
840,2024,4,Molasses,Sugar-based,48,250,274.74,68685.0,99.9,27446.53,845.11,119.89
841,2024,10,Sugarcane,Sugar-based,14,70,858.42,60089.4,64.21,55119.15,3554.86,105.68
842,2020,12,Molasses,Sugar-based,48,250,537.17,134292.5,54.6,29329.48,2454.41,298.47
843,2020,8,Bagasse,Cellulose-based,20,210,321.35,67483.5,100.23,32208.91,1028.61,101.3
844,2023,10,Corn,Starch-based,60,400,277.03,110812.0,73.23,20286.91,1271.75,181.84
845,2022,1,Wheat,Starch-based,55,370,126.22,46701.4,89.68,11319.41,466.25,77.77
846,2021,12,Bagasse,Cellulose-based,20,210,501.71,105359.1,40.23,20183.79,2376.07,261.79
847,2022,5,Corn,Starch-based,60,400,858.12,343248.0,43.8,37585.66,3902.36,668.6
848,2024,1,Wheat,Starch-based,55,370,771.35,285399.5,73.86,56971.91,2950.7,477.59
849,2024,4,Wheat,Starch-based,55,370,198.36,73393.2,118.76,23557.23,620.77,180.22
850,2024,1,Corn,Starch-based,60,400,277.01,110804.0,112.61,31194.1,1267.23,259.62
851,2022,5,Wheat,Starch-based,55,370,854.86,316298.2,83.81,71645.82,3289.74,647.36
852,2023,10,Corn,Starch-based,60,400,837.81,335124.0,78.22,65533.5,3489.5,666.52
853,2023,12,Corn,Starch-based,60,400,774.45,309780.0,88.4,68461.38,2381.6,630.19
854,2020,5,Wheat,Starch-based,55,370,799.06,295652.2,100.74,80497.3,3432.41,548.07
855,2021,5,Rice Straw,Cellulose-based,18,190,764.99,145348.1,73.35,56112.02,2483.11,251.43
856,2023,6,Corn,Starch-based,60,400,899.95,359980.0,59.98,53979.0,4012.43,821.73
857,2020,9,Corn,Starch-based,60,400,365.48,146192.0,115.8,42322.58,1736.98,337.27
858,2022,1,Wheat,Starch-based,55,370,916.43,339079.1,109.25,100119.98,3742.43,733.71
859,2021,5,Bagasse,Cellulose-based,20,210,225.51,47357.1,100.28,22614.14,998.67,117.6
860,2023,10,Sugarcane,Sugar-based,14,70,869.87,60890.9,44.97,39118.05,4025.77,119.82
861,2020,2,Sugarcane,Sugar-based,14,70,159.89,11192.3,63.88,10213.77,684.86,18.4
862,2023,4,Molasses,Sugar-based,48,250,922.1,230525.0,87.67,80840.51,3569.05,532.49
863,2023,3,Molasses,Sugar-based,48,250,275.76,68940.0,52.92,14593.22,1247.28,117.46
864,2020,4,Rice Straw,Cellulose-based,18,190,800.7,152133.0,42.01,33637.41,2654.2,338.7
865,2020,10,Sugarcane,Sugar-based,14,70,255.72,17900.4,115.22,29464.06,1143.78,43.93
866,2024,12,Bagasse,Cellulose-based,20,210,213.76,44889.6,62.24,13304.42,868.45,98.16
867,2024,8,Corn,Starch-based,60,400,259.8,103920.0,85.26,22150.55,976.01,227.11
868,2022,9,Molasses,Sugar-based,48,250,957.99,239497.5,76.69,73468.25,3513.18,475.37
869,2020,7,Molasses,Sugar-based,48,250,282.55,70637.5,105.3,29752.51,893.0,173.65
870,2023,3,Sugarcane,Sugar-based,14,70,790.65,55345.5,44.81,35429.03,2477.21,120.01
871,2023,8,Corn,Starch-based,60,400,380.11,152044.0,65.8,25011.24,1873.43,320.57
872,2023,10,Rice Straw,Cellulose-based,18,190,384.48,73051.2,42.59,16375.0,1297.13,149.97
873,2024,1,Molasses,Sugar-based,48,250,381.88,95470.0,116.93,44653.23,1453.87,183.17
874,2021,8,Corn,Starch-based,60,400,932.02,372808.0,82.76,77133.98,4559.14,907.78
875,2022,12,Sugarcane,Sugar-based,14,70,508.05,35563.5,102.04,51841.42,2311.72,73.29
876,2024,12,Sugarcane,Sugar-based,14,70,960.23,67216.1,117.33,112663.79,2985.23,143.01
877,2020,11,Sugarcane,Sugar-based,14,70,958.29,67080.3,48.54,46515.4,3968.38,117.36
878,2021,1,Corn,Starch-based,60,400,315.84,126336.0,79.49,25106.12,1346.67,260.71
879,2020,11,Rice Straw,Cellulose-based,18,190,368.32,69980.8,80.09,29498.75,1159.74,115.61
880,2022,2,Sugarcane,Sugar-based,14,70,924.45,64711.5,67.22,62141.53,3704.95,132.95
881,2021,6,Molasses,Sugar-based,48,250,404.84,101210.0,104.13,42155.99,1521.29,239.16
882,2020,9,Rice Straw,Cellulose-based,18,190,680.61,129315.9,89.64,61009.88,2500.79,291.28
883,2023,7,Rice Straw,Cellulose-based,18,190,624.35,118626.5,103.74,64770.07,1908.46,184.25
884,2020,10,Rice Straw,Cellulose-based,18,190,148.25,28167.5,102.6,15210.45,464.27,47.89
885,2021,3,Molasses,Sugar-based,48,250,138.62,34655.0,85.76,11888.05,457.18,54.25
886,2021,10,Rice Straw,Cellulose-based,18,190,654.33,124322.7,50.04,32742.67,3104.19,303.42
887,2024,9,Bagasse,Cellulose-based,20,210,528.14,110909.4,44.95,23739.89,2454.95,169.22
888,2024,6,Wheat,Starch-based,55,370,603.22,223191.4,82.9,50006.94,2920.16,539.64
889,2021,1,Wheat,Starch-based,55,370,854.16,316039.2,42.81,36566.59,3998.39,543.03
890,2024,4,Sugarcane,Sugar-based,14,70,352.91,24703.7,80.95,28568.06,1436.53,61.48
891,2020,9,Corn,Starch-based,60,400,135.0,54000.0,68.95,9308.25,591.45,97.96
892,2023,4,Bagasse,Cellulose-based,20,210,878.09,184398.9,40.78,35808.51,3226.53,405.19
893,2022,5,Bagasse,Cellulose-based,20,210,896.05,188170.5,100.55,90097.83,3282.5,453.41
894,2024,6,Wheat,Starch-based,55,370,224.4,83028.0,61.38,13773.67,808.78,162.2
895,2021,2,Bagasse,Cellulose-based,20,210,377.22,79216.2,101.27,38201.07,1818.12,143.02
896,2020,7,Sugarcane,Sugar-based,14,70,171.16,11981.2,95.24,16301.28,526.34,27.63
897,2020,8,Molasses,Sugar-based,48,250,296.51,74127.5,47.94,14214.69,1044.38,159.31
898,2021,11,Rice Straw,Cellulose-based,18,190,966.33,183602.7,45.44,43910.04,4102.85,410.61
899,2024,7,Rice Straw,Cellulose-based,18,190,279.41,53087.9,43.27,12090.07,1294.18,116.58
900,2020,10,Molasses,Sugar-based,48,250,814.05,203512.5,113.44,92345.83,3013.76,392.82
901,2023,7,Molasses,Sugar-based,48,250,254.18,63545.0,48.22,12256.56,1211.88,137.79
902,2020,6,Molasses,Sugar-based,48,250,880.53,220132.5,94.24,82981.15,2935.47,488.85
903,2024,7,Rice Straw,Cellulose-based,18,190,736.31,139898.9,53.44,39348.41,2948.97,284.8
904,2020,10,Corn,Starch-based,60,400,271.19,108476.0,102.24,27726.47,904.62,230.98
905,2024,11,Corn,Starch-based,60,400,759.78,303912.0,111.03,84358.37,3288.87,732.4
906,2024,9,Corn,Starch-based,60,400,224.77,89908.0,68.4,15374.27,734.02,162.15
907,2022,4,Wheat,Starch-based,55,370,988.47,365733.9,82.82,81865.09,2987.53,752.84
908,2022,2,Corn,Starch-based,60,400,731.74,292696.0,48.45,35452.8,3037.42,441.7
909,2020,11,Molasses,Sugar-based,48,250,193.29,48322.5,84.27,16288.55,698.94,74.24
910,2023,2,Wheat,Starch-based,55,370,287.24,106278.8,52.16,14982.44,929.83,222.93
911,2020,7,Corn,Starch-based,60,400,425.31,170124.0,43.18,18364.89,1722.24,313.04
912,2020,2,Sugarcane,Sugar-based,14,70,796.58,55760.6,100.24,79849.18,2688.3,123.8
913,2020,2,Corn,Starch-based,60,400,764.21,305684.0,43.21,33021.51,3464.07,605.24
914,2023,11,Corn,Starch-based,60,400,141.13,56452.0,51.0,7197.63,441.65,123.39
915,2021,2,Sugarcane,Sugar-based,14,70,921.09,64476.3,94.45,86996.95,3256.98,122.03
916,2021,1,Bagasse,Cellulose-based,20,210,398.45,83674.5,73.27,29194.43,1617.12,190.86
917,2022,2,Sugarcane,Sugar-based,14,70,332.02,23241.4,86.27,28643.37,1235.41,49.74
918,2020,5,Sugarcane,Sugar-based,14,70,204.41,14308.7,89.52,18298.78,901.2,26.39
919,2023,6,Bagasse,Cellulose-based,20,210,741.87,155792.7,40.08,29734.15,2848.71,260.92
920,2020,11,Molasses,Sugar-based,48,250,251.95,62987.5,49.75,12534.51,873.16,125.71
921,2021,9,Sugarcane,Sugar-based,14,70,914.42,64009.4,54.43,49771.88,2887.94,141.79
922,2024,10,Rice Straw,Cellulose-based,18,190,817.07,155243.3,78.44,64090.97,3036.37,332.2
923,2024,6,Bagasse,Cellulose-based,20,210,952.34,199991.4,116.99,111414.26,3689.59,474.51
924,2022,1,Molasses,Sugar-based,48,250,742.17,185542.5,52.92,39275.64,3134.01,425.48
925,2024,10,Rice Straw,Cellulose-based,18,190,994.34,188924.6,100.32,99752.19,3315.77,450.6
926,2024,8,Corn,Starch-based,60,400,824.26,329704.0,105.49,86951.19,3110.57,751.18
927,2023,12,Molasses,Sugar-based,48,250,534.33,133582.5,50.05,26743.22,1814.21,323.95
928,2024,9,Bagasse,Cellulose-based,20,210,300.14,63029.4,66.94,20091.37,1046.92,133.72
929,2021,2,Molasses,Sugar-based,48,250,868.75,217187.5,53.45,46434.69,3436.17,336.83
930,2022,9,Bagasse,Cellulose-based,20,210,553.82,116302.2,92.1,51006.82,2463.27,230.58
931,2022,4,Wheat,Starch-based,55,370,206.45,76386.5,70.8,14616.66,675.5,140.25
932,2023,10,Wheat,Starch-based,55,370,601.18,222436.6,74.05,44517.38,3004.17,348.75
933,2024,8,Corn,Starch-based,60,400,423.16,169264.0,65.25,27611.19,1510.78,405.86
934,2021,2,Corn,Starch-based,60,400,758.85,303540.0,92.76,70390.93,2362.72,664.51
935,2020,2,Wheat,Starch-based,55,370,562.54,208139.8,71.35,40137.23,2290.08,329.93
936,2020,5,Wheat,Starch-based,55,370,952.56,352447.2,105.45,100447.45,4409.54,829.43
937,2022,12,Corn,Starch-based,60,400,911.03,364412.0,96.82,88205.92,3544.82,609.13
938,2023,7,Corn,Starch-based,60,400,907.96,363184.0,67.68,61450.73,2832.85,570.72
939,2023,5,Corn,Starch-based,60,400,959.56,383824.0,50.16,48131.53,4052.74,924.69
940,2024,10,Sugarcane,Sugar-based,14,70,285.74,20001.8,59.58,17024.39,1321.37,36.83
941,2022,5,Sugarcane,Sugar-based,14,70,933.48,65343.6,64.86,60545.51,4615.05,119.22
942,2022,12,Rice Straw,Cellulose-based,18,190,857.36,162898.4,117.11,100405.43,3994.71,391.18
943,2021,6,Molasses,Sugar-based,48,250,680.63,170157.5,100.96,68716.4,3161.71,402.08
944,2021,6,Wheat,Starch-based,55,370,906.57,335430.9,91.16,82642.92,3932.81,732.31
945,2022,10,Bagasse,Cellulose-based,20,210,564.44,118532.4,96.48,54457.17,2807.5,258.07
946,2022,12,Molasses,Sugar-based,48,250,153.03,38257.5,101.23,15491.23,545.15,65.9
947,2023,6,Rice Straw,Cellulose-based,18,190,188.81,35873.9,114.38,21596.09,675.09,73.25
948,2020,6,Molasses,Sugar-based,48,250,216.2,54050.0,42.65,9220.93,894.82,106.02
949,2023,7,Wheat,Starch-based,55,370,653.51,241798.7,100.25,65514.38,2363.38,483.64
950,2020,1,Bagasse,Cellulose-based,20,210,877.73,184323.3,106.13,93153.48,3432.31,337.56
951,2020,7,Molasses,Sugar-based,48,250,263.71,65927.5,110.34,29097.76,1165.35,117.1
952,2020,3,Sugarcane,Sugar-based,14,70,720.26,50418.2,66.39,47818.06,2384.07,102.73
953,2021,3,Rice Straw,Cellulose-based,18,190,944.14,179386.6,82.99,78354.18,3862.76,357.22
954,2020,12,Rice Straw,Cellulose-based,18,190,130.5,24795.0,68.35,8919.67,612.09,58.8
955,2022,5,Bagasse,Cellulose-based,20,210,319.24,67040.4,43.39,13851.82,1158.61,123.11
956,2022,8,Wheat,Starch-based,55,370,121.0,44770.0,72.69,8795.49,504.52,83.42
957,2020,3,Molasses,Sugar-based,48,250,460.38,115095.0,52.68,24252.82,1883.66,227.4
958,2021,1,Rice Straw,Cellulose-based,18,190,651.69,123821.1,84.03,54761.51,2259.2,305.2
959,2022,5,Wheat,Starch-based,55,370,196.9,72853.0,54.37,10705.45,796.84,137.26
960,2021,10,Molasses,Sugar-based,48,250,795.0,198750.0,58.39,46420.05,3568.9,474.53
961,2022,10,Bagasse,Cellulose-based,20,210,542.5,113925.0,98.57,53474.22,1877.54,191.59
962,2021,7,Sugarcane,Sugar-based,14,70,872.96,61107.2,63.76,55659.93,4139.32,112.62
963,2021,11,Bagasse,Cellulose-based,20,210,483.08,101446.8,50.14,24221.63,2048.54,194.02
964,2024,9,Rice Straw,Cellulose-based,18,190,734.16,139490.4,60.18,44181.75,2565.98,266.53
965,2023,9,Molasses,Sugar-based,48,250,438.38,109595.0,56.37,24711.48,1429.19,272.52
966,2022,4,Corn,Starch-based,60,400,872.72,349088.0,58.33,50905.76,3180.86,824.53
967,2021,3,Molasses,Sugar-based,48,250,339.88,84970.0,72.51,24644.7,1531.41,186.03
968,2024,2,Molasses,Sugar-based,48,250,160.26,40065.0,115.79,18556.51,637.33,94.86
969,2023,3,Molasses,Sugar-based,48,250,541.35,135337.5,63.28,34256.63,2038.38,233.01
970,2020,12,Wheat,Starch-based,55,370,631.64,233706.8,85.98,54308.41,2969.25,413.76
971,2021,5,Rice Straw,Cellulose-based,18,190,159.96,30392.4,40.47,6473.58,603.73,73.77
972,2024,2,Sugarcane,Sugar-based,14,70,232.75,16292.5,116.3,27068.83,829.6,29.21
973,2020,5,Bagasse,Cellulose-based,20,210,217.39,45651.9,93.54,20334.66,970.54,73.79
974,2020,10,Rice Straw,Cellulose-based,18,190,303.88,57737.2,118.88,36125.25,939.05,129.05
975,2021,7,Bagasse,Cellulose-based,20,210,345.12,72475.2,98.46,33980.52,1590.08,139.65
976,2024,4,Bagasse,Cellulose-based,20,210,650.44,136592.4,59.55,38733.7,3220.06,328.9
977,2023,4,Bagasse,Cellulose-based,20,210,711.54,149423.4,111.19,79116.13,2813.72,348.13
978,2024,5,Sugarcane,Sugar-based,14,70,141.91,9933.7,51.0,7237.41,513.3,16.64
979,2020,8,Molasses,Sugar-based,48,250,865.19,216297.5,72.54,62760.88,3751.1,533.81
980,2022,11,Bagasse,Cellulose-based,20,210,699.9,146979.0,86.98,60877.3,2850.95,358.87
981,2023,2,Wheat,Starch-based,55,370,857.81,317389.7,85.06,72965.32,3846.2,580.15
982,2022,1,Bagasse,Cellulose-based,20,210,520.71,109349.1,68.21,35517.63,2284.23,253.81
983,2021,4,Rice Straw,Cellulose-based,18,190,364.28,69213.2,67.91,24738.25,1759.5,107.41
984,2022,10,Corn,Starch-based,60,400,154.07,61628.0,76.58,11798.68,640.49,136.12
985,2024,7,Wheat,Starch-based,55,370,145.61,53875.7,62.57,9110.82,695.04,128.62
986,2022,10,Molasses,Sugar-based,48,250,777.17,194292.5,65.55,50943.49,3301.32,460.77
987,2022,3,Rice Straw,Cellulose-based,18,190,951.49,180783.1,93.3,88774.02,4400.44,343.47
988,2023,7,Bagasse,Cellulose-based,20,210,504.04,105848.4,102.86,51845.55,1526.97,181.52
989,2022,12,Corn,Starch-based,60,400,441.43,176572.0,99.98,44134.17,2108.59,379.83
990,2022,12,Molasses,Sugar-based,48,250,391.01,97752.5,113.56,44403.1,1777.95,242.07
991,2020,2,Sugarcane,Sugar-based,14,70,233.64,16354.8,65.02,15191.27,884.12,35.86
992,2020,2,Molasses,Sugar-based,48,250,796.6,199150.0,78.87,62827.84,2418.14,448.18
993,2021,3,Bagasse,Cellulose-based,20,210,662.54,139133.4,54.97,36419.82,2882.63,346.25
994,2020,6,Molasses,Sugar-based,48,250,802.58,200645.0,109.21,87649.76,3454.44,482.53
995,2024,1,Rice Straw,Cellulose-based,18,190,287.18,54564.2,47.55,13655.41,1395.94,119.85
996,2024,6,Bagasse,Cellulose-based,20,210,464.81,97610.1,64.26,29868.69,1646.45,232.78
997,2024,10,Molasses,Sugar-based,48,250,390.14,97535.0,113.58,44312.1,1746.19,241.93
998,2021,3,Sugarcane,Sugar-based,14,70,742.58,51980.6,116.89,86800.18,2496.89,94.18
999,2023,2,Wheat,Starch-based,55,370,215.44,79712.8,47.45,10222.63,1025.13,155.38
1000,2024,2,Wheat,Starch-based,55,370,205.71,76112.7,114.43,23539.4,875.83,181.57
1001,2021,11,Bagasse,Cellulose-based,20,210,798.66,167718.6,93.15,74395.18,3813.85,407.87
1002,2021,6,Molasses,Sugar-based,48,250,589.86,147465.0,63.3,37338.14,1978.72,224.77
1003,2021,2,Corn,Starch-based,60,400,434.74,173896.0,77.3,33605.4,1379.59,307.77
1004,2024,3,Corn,Starch-based,60,400,946.29,378516.0,88.43,83680.42,4375.7,809.58
1005,2024,2,Molasses,Sugar-based,48,250,782.58,195645.0,116.43,91115.79,3591.26,480.37
1006,2021,10,Bagasse,Cellulose-based,20,210,348.13,73107.3,55.67,19380.4,1315.68,150.28
1007,2023,12,Wheat,Starch-based,55,370,866.7,320679.0,118.05,102313.93,2928.61,550.72
1008,2023,3,Molasses,Sugar-based,48,250,582.34,145585.0,85.45,49760.95,2159.65,361.96
1009,2024,3,Bagasse,Cellulose-based,20,210,139.74,29345.4,70.68,9876.82,654.79,69.85
1010,2020,4,Molasses,Sugar-based,48,250,974.17,243542.5,86.63,84392.35,4630.47,603.64
1011,2024,4,Corn,Starch-based,60,400,398.2,159280.0,57.02,22705.36,1451.65,253.78
1012,2020,6,Molasses,Sugar-based,48,250,174.39,43597.5,69.64,12144.52,821.61,97.8
1013,2023,1,Molasses,Sugar-based,48,250,561.77,140442.5,111.37,62564.32,2196.17,300.6
1014,2023,3,Wheat,Starch-based,55,370,412.15,152495.5,94.12,38791.56,1308.51,235.56
1015,2023,8,Corn,Starch-based,60,400,580.15,232060.0,98.4,57086.76,2506.73,576.72
1016,2022,2,Rice Straw,Cellulose-based,18,190,850.6,161614.0,90.36,76860.22,4234.93,295.27
1017,2022,4,Bagasse,Cellulose-based,20,210,981.26,206064.6,89.53,87852.21,4354.43,500.64
1018,2024,4,Corn,Starch-based,60,400,342.22,136888.0,86.44,29581.5,1255.75,308.8
1019,2024,1,Corn,Starch-based,60,400,910.71,364284.0,107.87,98238.29,4355.27,802.15
1020,2020,1,Corn,Starch-based,60,400,252.11,100844.0,79.98,20163.76,993.85,155.31
1021,2023,5,Molasses,Sugar-based,48,250,202.3,50575.0,78.29,15838.07,977.78,112.22
1022,2022,6,Corn,Starch-based,60,400,510.84,204336.0,111.75,57086.37,1865.28,394.32
1023,2023,8,Sugarcane,Sugar-based,14,70,136.62,9563.4,78.95,10786.15,593.44,18.8
1024,2020,3,Molasses,Sugar-based,48,250,432.32,108080.0,75.75,32748.24,1697.52,229.75
1025,2022,9,Molasses,Sugar-based,48,250,978.87,244717.5,54.8,53642.08,3966.65,383.23
1026,2023,9,Bagasse,Cellulose-based,20,210,283.68,59572.8,42.53,12064.91,1359.0,133.51
1027,2023,11,Bagasse,Cellulose-based,20,210,744.65,156376.5,85.53,63689.91,3330.62,309.55
1028,2022,6,Rice Straw,Cellulose-based,18,190,362.86,68943.4,43.04,15617.49,1321.98,118.0
1029,2021,7,Molasses,Sugar-based,48,250,691.88,172970.0,76.65,53032.6,2785.59,292.53
1030,2024,9,Molasses,Sugar-based,48,250,184.51,46127.5,109.9,20277.65,865.56,113.81
1031,2022,5,Corn,Starch-based,60,400,690.9,276360.0,52.8,36479.52,2307.75,528.43
1032,2024,1,Wheat,Starch-based,55,370,810.14,299751.8,47.75,38684.18,3021.51,649.53
1033,2020,10,Molasses,Sugar-based,48,250,243.15,60787.5,56.23,13672.32,1213.84,127.56
1034,2022,5,Rice Straw,Cellulose-based,18,190,452.86,86043.4,95.26,43139.44,1830.53,144.01
1035,2023,7,Corn,Starch-based,60,400,172.56,69024.0,86.59,14941.97,691.61,128.13
1036,2024,1,Bagasse,Cellulose-based,20,210,232.37,48797.7,64.1,14894.92,1115.88,102.77
1037,2020,6,Wheat,Starch-based,55,370,460.39,170344.3,53.46,24612.45,2002.86,350.86
1038,2022,7,Molasses,Sugar-based,48,250,313.22,78305.0,91.43,28637.7,1506.29,121.24
1039,2020,1,Molasses,Sugar-based,48,250,953.24,238310.0,91.3,87030.81,3196.3,549.92
1040,2020,12,Wheat,Starch-based,55,370,722.05,267158.5,114.0,82313.7,3072.32,620.06
1041,2020,2,Sugarcane,Sugar-based,14,70,784.81,54936.7,41.85,32844.3,3301.55,105.55
1042,2024,7,Molasses,Sugar-based,48,250,728.84,182210.0,90.81,66185.96,2928.64,294.36
1043,2023,7,Wheat,Starch-based,55,370,823.23,304595.1,91.42,75259.69,2910.93,699.3
1044,2020,9,Rice Straw,Cellulose-based,18,190,117.44,22313.6,85.27,10014.11,432.58,55.29
1045,2022,8,Molasses,Sugar-based,48,250,613.36,153340.0,67.47,41383.4,1967.99,364.59
1046,2023,1,Rice Straw,Cellulose-based,18,190,903.28,171623.2,62.04,56039.49,3357.21,307.51
1047,2023,11,Bagasse,Cellulose-based,20,210,826.11,173483.1,71.87,59372.53,3025.4,271.72
1048,2022,3,Sugarcane,Sugar-based,14,70,760.13,53209.1,44.67,33955.01,2417.07,110.48
1049,2021,2,Rice Straw,Cellulose-based,18,190,401.11,76210.9,116.84,46865.69,1714.38,157.48
1050,2021,5,Molasses,Sugar-based,48,250,244.58,61145.0,106.66,26086.9,1184.75,143.62
1051,2020,2,Wheat,Starch-based,55,370,606.05,224238.5,104.5,63332.22,2128.45,458.05
1052,2021,12,Corn,Starch-based,60,400,558.34,223336.0,111.77,62405.66,2734.3,424.65
1053,2020,8,Wheat,Starch-based,55,370,971.19,359340.3,59.3,57591.57,3165.07,807.89
1054,2022,6,Wheat,Starch-based,55,370,301.43,111529.1,85.86,25880.78,1368.54,274.59
1055,2021,7,Bagasse,Cellulose-based,20,210,510.59,107223.9,91.73,46836.42,1916.9,191.97
1056,2022,6,Bagasse,Cellulose-based,20,210,267.31,56135.1,58.9,15744.56,1022.53,119.85
1057,2022,6,Corn,Starch-based,60,400,861.04,344416.0,56.32,48493.77,4253.65,639.05
1058,2020,11,Corn,Starch-based,60,400,194.35,77740.0,87.83,17069.76,636.45,116.63
1059,2023,1,Molasses,Sugar-based,48,250,685.3,171325.0,78.9,54070.17,2476.77,360.52
1060,2023,12,Rice Straw,Cellulose-based,18,190,516.73,98178.7,119.63,61816.41,2314.92,237.27
1061,2022,3,Molasses,Sugar-based,48,250,811.0,202750.0,69.12,56056.32,3741.22,461.01
1062,2020,2,Wheat,Starch-based,55,370,280.38,103740.6,59.64,16721.86,1376.44,257.6
1063,2020,4,Rice Straw,Cellulose-based,18,190,495.99,94238.1,106.75,52946.93,2470.07,198.69
1064,2022,5,Rice Straw,Cellulose-based,18,190,123.17,23402.3,105.28,12967.34,406.54,43.82
1065,2020,3,Wheat,Starch-based,55,370,956.08,353749.6,89.41,85483.11,3703.88,761.95
1066,2020,9,Rice Straw,Cellulose-based,18,190,167.27,31781.3,107.04,17904.58,538.92,69.81
1067,2024,8,Sugarcane,Sugar-based,14,70,881.52,61706.4,77.42,68247.28,3138.4,106.6
1068,2021,1,Molasses,Sugar-based,48,250,232.05,58012.5,45.49,10555.95,782.05,93.15
1069,2021,3,Bagasse,Cellulose-based,20,210,875.92,183943.2,103.42,90587.65,4344.4,308.63
1070,2024,10,Bagasse,Cellulose-based,20,210,420.01,88202.1,43.61,18316.64,1857.13,204.51
1071,2023,8,Bagasse,Cellulose-based,20,210,773.25,162382.5,102.4,79180.8,3353.02,312.82
1072,2023,12,Bagasse,Cellulose-based,20,210,535.98,112555.8,92.43,49540.63,2648.86,206.58
1073,2021,8,Bagasse,Cellulose-based,20,210,210.81,44270.1,60.26,12703.41,817.36,90.79
1074,2020,12,Rice Straw,Cellulose-based,18,190,374.96,71242.4,94.12,35291.24,1599.09,153.53
1075,2022,9,Rice Straw,Cellulose-based,18,190,392.75,74622.5,86.1,33815.77,1551.11,139.31
1076,2020,10,Molasses,Sugar-based,48,250,600.53,150132.5,86.77,52107.99,2868.65,242.44
1077,2023,1,Rice Straw,Cellulose-based,18,190,999.31,189868.9,113.33,113251.8,4935.7,435.24
1078,2021,3,Sugarcane,Sugar-based,14,70,568.08,39765.6,100.23,56938.66,2713.72,64.8
1079,2022,11,Bagasse,Cellulose-based,20,210,702.33,147489.3,51.07,35867.99,2130.02,323.0
1080,2024,1,Bagasse,Cellulose-based,20,210,156.04,32768.4,89.88,14024.88,751.57,51.9
1081,2024,9,Bagasse,Cellulose-based,20,210,772.46,162216.6,106.62,82359.69,2774.52,280.96
1082,2023,11,Bagasse,Cellulose-based,20,210,507.62,106600.2,42.08,21360.65,1535.7,250.98
1083,2021,10,Rice Straw,Cellulose-based,18,190,825.59,156862.1,40.37,33329.07,2651.77,273.1
1084,2021,9,Wheat,Starch-based,55,370,585.0,216450.0,42.8,25038.0,2224.2,465.9
1085,2020,3,Molasses,Sugar-based,48,250,771.55,192887.5,107.5,82941.62,3738.74,429.07
1086,2020,12,Wheat,Starch-based,55,370,828.29,306467.3,106.13,87906.42,2726.33,498.71
1087,2024,6,Corn,Starch-based,60,400,155.75,62300.0,92.6,14422.45,759.2,138.53
1088,2020,6,Corn,Starch-based,60,400,650.28,260112.0,97.74,63558.37,2069.03,422.12
1089,2023,3,Corn,Starch-based,60,400,562.71,225084.0,95.56,53772.57,2170.1,454.8
1090,2023,2,Molasses,Sugar-based,48,250,475.07,118767.5,77.58,36855.93,1818.62,232.53
1091,2023,6,Rice Straw,Cellulose-based,18,190,370.03,70305.7,119.47,44207.48,1846.16,165.26
1092,2020,6,Rice Straw,Cellulose-based,18,190,836.87,159005.3,115.24,96440.9,3942.02,309.07
1093,2020,12,Bagasse,Cellulose-based,20,210,396.65,83296.5,114.44,45392.63,1260.42,130.81
1094,2020,11,Sugarcane,Sugar-based,14,70,301.72,21120.4,77.54,23395.37,1025.81,36.0
